Layout,Cups_Remaining,Aimed_Cup,P_Hit_Target,P_Hit_Any,P_Miss,Other_Cups_Hit_Distribution
triangle_front,"[0, 1, 2, 3, 4, 5, 6]",0,0.106,0.27,0.73,"1:0.046,2:0.064,3:0.012,4:0.032,5:0.010"
triangle_front,"[0, 1, 2, 3, 4, 5, 6]",1,0.106,0.335,0.665,"0:0.064,2:0.035,3:0.046,4:0.064,5:0.008,6:0.012"
triangle_front,"[0, 1, 2, 3, 4, 5, 6]",2,0.106,0.328,0.6719999999999999,"0:0.060,1:0.041,3:0.007,4:0.046,5:0.064,6:0.004"
triangle_front,"[0, 1, 2, 3, 4, 5, 6]",3,0.106,0.276,0.724,"0:0.015,1:0.064,2:0.008,4:0.035,5:0.002,6:0.046"
triangle_front,"[0, 1, 2, 3, 4, 5, 6]",4,0.106,0.351,0.649,"0:0.038,1:0.060,2:0.064,3:0.041,5:0.035,6:0.007"
triangle_front,"[0, 1, 2, 3, 4, 5, 6]",5,0.106,0.234,0.766,"0:0.017,1:0.006,2:0.060,3:0.003,4:0.041,6:0.001"
triangle_front,"[0, 1, 2, 3, 4, 5, 6]",6,0.106,0.194,0.806,"0:0.001,1:0.015,3:0.064,4:0.008"
triangle_front,"[0, 1, 2, 3, 4, 5, 7]",0,0.106,0.275,0.725,"1:0.046,2:0.064,3:0.012,4:0.032,5:0.010,7:0.005"
triangle_front,"[0, 1, 2, 3, 4, 5, 7]",1,0.106,0.355,0.645,"0:0.064,2:0.035,3:0.046,4:0.064,5:0.008,7:0.032"
triangle_front,"[0, 1, 2, 3, 4, 5, 7]",2,0.106,0.336,0.6639999999999999,"0:0.060,1:0.041,3:0.007,4:0.046,5:0.064,7:0.012"
triangle_front,"[0, 1, 2, 3, 4, 5, 7]",3,0.106,0.294,0.706,"0:0.015,1:0.064,2:0.008,4:0.035,5:0.002,7:0.064"
triangle_front,"[0, 1, 2, 3, 4, 5, 7]",4,0.106,0.39,0.61,"0:0.038,1:0.060,2:0.064,3:0.041,5:0.035,7:0.046"
triangle_front,"[0, 1, 2, 3, 4, 5, 7]",5,0.106,0.24,0.76,"0:0.017,1:0.006,2:0.060,3:0.003,4:0.041,7:0.007"
triangle_front,"[0, 1, 2, 3, 4, 5, 7]",7,0.106,0.304,0.696,"0:0.013,1:0.038,2:0.015,3:0.060,4:0.064,5:0.008"
triangle_front,"[0, 1, 2, 3, 4, 5, 8]",0,0.106,0.28,0.72,"1:0.046,2:0.064,3:0.012,4:0.032,5:0.010,8:0.010"
triangle_front,"[0, 1, 2, 3, 4, 5, 8]",1,0.106,0.333,0.667,"0:0.064,2:0.035,3:0.046,4:0.064,5:0.008,8:0.010"
triangle_front,"[0, 1, 2, 3, 4, 5, 8]",2,0.106,0.356,0.644,"0:0.060,1:0.041,3:0.007,4:0.046,5:0.064,8:0.032"
triangle_front,"[0, 1, 2, 3, 4, 5, 8]",3,0.106,0.238,0.762,"0:0.015,1:0.064,2:0.008,4:0.035,5:0.002,8:0.008"
triangle_front,"[0, 1, 2, 3, 4, 5, 8]",4,0.106,0.408,0.5920000000000001,"0:0.038,1:0.060,2:0.064,3:0.041,5:0.035,8:0.064"
triangle_front,"[0, 1, 2, 3, 4, 5, 8]",5,0.106,0.279,0.721,"0:0.017,1:0.006,2:0.060,3:0.003,4:0.041,8:0.046"
triangle_front,"[0, 1, 2, 3, 4, 5, 8]",8,0.106,0.302,0.698,"0:0.011,1:0.017,2:0.038,3:0.006,4:0.060,5:0.064"
triangle_front,"[0, 1, 2, 3, 4, 5, 9]",0,0.106,0.272,0.728,"1:0.046,2:0.064,3:0.012,4:0.032,5:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 5, 9]",1,0.106,0.325,0.675,"0:0.064,2:0.035,3:0.046,4:0.064,5:0.008,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 5, 9]",2,0.106,0.334,0.6659999999999999,"0:0.060,1:0.041,3:0.007,4:0.046,5:0.064,9:0.010"
triangle_front,"[0, 1, 2, 3, 4, 5, 9]",3,0.106,0.23,0.77,"0:0.015,1:0.064,2:0.008,4:0.035,5:0.002"
triangle_front,"[0, 1, 2, 3, 4, 5, 9]",4,0.106,0.352,0.648,"0:0.038,1:0.060,2:0.064,3:0.041,5:0.035,9:0.008"
triangle_front,"[0, 1, 2, 3, 4, 5, 9]",5,0.106,0.297,0.7030000000000001,"0:0.017,1:0.006,2:0.060,3:0.003,4:0.041,9:0.064"
triangle_front,"[0, 1, 2, 3, 4, 5, 9]",9,0.106,0.194,0.806,"0:0.003,1:0.002,2:0.017,4:0.006,5:0.060"
triangle_front,"[0, 1, 2, 3, 4, 6, 7]",0,0.106,0.265,0.735,"1:0.046,2:0.064,3:0.012,4:0.032,7:0.005"
triangle_front,"[0, 1, 2, 3, 4, 6, 7]",1,0.106,0.359,0.641,"0:0.064,2:0.035,3:0.046,4:0.064,6:0.012,7:0.032"
triangle_front,"[0, 1, 2, 3, 4, 6, 7]",2,0.106,0.276,0.724,"0:0.060,1:0.041,3:0.007,4:0.046,6:0.004,7:0.012"
triangle_front,"[0, 1, 2, 3, 4, 6, 7]",3,0.106,0.338,0.6619999999999999,"0:0.015,1:0.064,2:0.008,4:0.035,6:0.046,7:0.064"
triangle_front,"[0, 1, 2, 3, 4, 6, 7]",4,0.106,0.362,0.638,"0:0.038,1:0.060,2:0.064,3:0.041,6:0.007,7:0.046"
triangle_front,"[0, 1, 2, 3, 4, 6, 7]",6,0.106,0.229,0.771,"0:0.001,1:0.015,3:0.064,4:0.008,7:0.035"
triangle_front,"[0, 1, 2, 3, 4, 6, 7]",7,0.106,0.337,0.663,"0:0.013,1:0.038,2:0.015,3:0.060,4:0.064,6:0.041"
triangle_front,"[0, 1, 2, 3, 4, 6, 8]",0,0.106,0.27,0.73,"1:0.046,2:0.064,3:0.012,4:0.032,8:0.010"
triangle_front,"[0, 1, 2, 3, 4, 6, 8]",1,0.106,0.337,0.663,"0:0.064,2:0.035,3:0.046,4:0.064,6:0.012,8:0.010"
triangle_front,"[0, 1, 2, 3, 4, 6, 8]",2,0.106,0.296,0.704,"0:0.060,1:0.041,3:0.007,4:0.046,6:0.004,8:0.032"
triangle_front,"[0, 1, 2, 3, 4, 6, 8]",3,0.106,0.282,0.718,"0:0.015,1:0.064,2:0.008,4:0.035,6:0.046,8:0.008"
triangle_front,"[0, 1, 2, 3, 4, 6, 8]",4,0.106,0.38,0.62,"0:0.038,1:0.060,2:0.064,3:0.041,6:0.007,8:0.064"
triangle_front,"[0, 1, 2, 3, 4, 6, 8]",6,0.106,0.196,0.804,"0:0.001,1:0.015,3:0.064,4:0.008,8:0.002"
triangle_front,"[0, 1, 2, 3, 4, 6, 8]",8,0.106,0.241,0.759,"0:0.011,1:0.017,2:0.038,3:0.006,4:0.060,6:0.003"
triangle_front,"[0, 1, 2, 3, 4, 6, 9]",0,0.106,0.262,0.738,"1:0.046,2:0.064,3:0.012,4:0.032,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 6, 9]",1,0.106,0.329,0.671,"0:0.064,2:0.035,3:0.046,4:0.064,6:0.012,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 6, 9]",2,0.106,0.274,0.726,"0:0.060,1:0.041,3:0.007,4:0.046,6:0.004,9:0.010"
triangle_front,"[0, 1, 2, 3, 4, 6, 9]",3,0.106,0.274,0.726,"0:0.015,1:0.064,2:0.008,4:0.035,6:0.046"
triangle_front,"[0, 1, 2, 3, 4, 6, 9]",4,0.106,0.324,0.6759999999999999,"0:0.038,1:0.060,2:0.064,3:0.041,6:0.007,9:0.008"
triangle_front,"[0, 1, 2, 3, 4, 6, 9]",6,0.106,0.194,0.806,"0:0.001,1:0.015,3:0.064,4:0.008"
triangle_front,"[0, 1, 2, 3, 4, 6, 9]",9,0.106,0.134,0.866,"0:0.003,1:0.002,2:0.017,4:0.006"
triangle_front,"[0, 1, 2, 3, 4, 7, 8]",0,0.106,0.275,0.725,"1:0.046,2:0.064,3:0.012,4:0.032,7:0.005,8:0.010"
triangle_front,"[0, 1, 2, 3, 4, 7, 8]",1,0.106,0.357,0.643,"0:0.064,2:0.035,3:0.046,4:0.064,7:0.032,8:0.010"
triangle_front,"[0, 1, 2, 3, 4, 7, 8]",2,0.106,0.304,0.696,"0:0.060,1:0.041,3:0.007,4:0.046,7:0.012,8:0.032"
triangle_front,"[0, 1, 2, 3, 4, 7, 8]",3,0.106,0.3,0.7,"0:0.015,1:0.064,2:0.008,4:0.035,7:0.064,8:0.008"
triangle_front,"[0, 1, 2, 3, 4, 7, 8]",4,0.106,0.419,0.581,"0:0.038,1:0.060,2:0.064,3:0.041,7:0.046,8:0.064"
triangle_front,"[0, 1, 2, 3, 4, 7, 8]",7,0.106,0.331,0.669,"0:0.013,1:0.038,2:0.015,3:0.060,4:0.064,8:0.035"
triangle_front,"[0, 1, 2, 3, 4, 7, 8]",8,0.106,0.279,0.721,"0:0.011,1:0.017,2:0.038,3:0.006,4:0.060,7:0.041"
triangle_front,"[0, 1, 2, 3, 4, 7, 9]",0,0.106,0.267,0.733,"1:0.046,2:0.064,3:0.012,4:0.032,7:0.005,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 7, 9]",1,0.106,0.349,0.651,"0:0.064,2:0.035,3:0.046,4:0.064,7:0.032,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 7, 9]",2,0.106,0.282,0.718,"0:0.060,1:0.041,3:0.007,4:0.046,7:0.012,9:0.010"
triangle_front,"[0, 1, 2, 3, 4, 7, 9]",3,0.106,0.292,0.708,"0:0.015,1:0.064,2:0.008,4:0.035,7:0.064"
triangle_front,"[0, 1, 2, 3, 4, 7, 9]",4,0.106,0.363,0.637,"0:0.038,1:0.060,2:0.064,3:0.041,7:0.046,9:0.008"
triangle_front,"[0, 1, 2, 3, 4, 7, 9]",7,0.106,0.298,0.702,"0:0.013,1:0.038,2:0.015,3:0.060,4:0.064,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 7, 9]",9,0.106,0.137,0.863,"0:0.003,1:0.002,2:0.017,4:0.006,7:0.003"
triangle_front,"[0, 1, 2, 3, 4, 8, 9]",0,0.106,0.272,0.728,"1:0.046,2:0.064,3:0.012,4:0.032,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 8, 9]",1,0.106,0.327,0.673,"0:0.064,2:0.035,3:0.046,4:0.064,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 4, 8, 9]",2,0.106,0.302,0.698,"0:0.060,1:0.041,3:0.007,4:0.046,8:0.032,9:0.010"
triangle_front,"[0, 1, 2, 3, 4, 8, 9]",3,0.106,0.236,0.764,"0:0.015,1:0.064,2:0.008,4:0.035,8:0.008"
triangle_front,"[0, 1, 2, 3, 4, 8, 9]",4,0.106,0.381,0.619,"0:0.038,1:0.060,2:0.064,3:0.041,8:0.064,9:0.008"
triangle_front,"[0, 1, 2, 3, 4, 8, 9]",8,0.106,0.273,0.727,"0:0.011,1:0.017,2:0.038,3:0.006,4:0.060,9:0.035"
triangle_front,"[0, 1, 2, 3, 4, 8, 9]",9,0.106,0.175,0.825,"0:0.003,1:0.002,2:0.017,4:0.006,8:0.041"
triangle_front,"[0, 1, 2, 3, 5, 6, 7]",0,0.106,0.243,0.757,"1:0.046,2:0.064,3:0.012,5:0.010,7:0.005"
triangle_front,"[0, 1, 2, 3, 5, 6, 7]",1,0.106,0.303,0.6970000000000001,"0:0.064,2:0.035,3:0.046,5:0.008,6:0.012,7:0.032"
triangle_front,"[0, 1, 2, 3, 5, 6, 7]",2,0.106,0.294,0.706,"0:0.060,1:0.041,3:0.007,5:0.064,6:0.004,7:0.012"
triangle_front,"[0, 1, 2, 3, 5, 6, 7]",3,0.106,0.305,0.6950000000000001,"0:0.015,1:0.064,2:0.008,5:0.002,6:0.046,7:0.064"
triangle_front,"[0, 1, 2, 3, 5, 6, 7]",5,0.106,0.2,0.8,"0:0.017,1:0.006,2:0.060,3:0.003,6:0.001,7:0.007"
triangle_front,"[0, 1, 2, 3, 5, 6, 7]",6,0.106,0.221,0.779,"0:0.001,1:0.015,3:0.064,7:0.035"
triangle_front,"[0, 1, 2, 3, 5, 6, 7]",7,0.106,0.281,0.719,"0:0.013,1:0.038,2:0.015,3:0.060,5:0.008,6:0.041"
triangle_front,"[0, 1, 2, 3, 5, 6, 8]",0,0.106,0.248,0.752,"1:0.046,2:0.064,3:0.012,5:0.010,8:0.010"
triangle_front,"[0, 1, 2, 3, 5, 6, 8]",1,0.106,0.281,0.719,"0:0.064,2:0.035,3:0.046,5:0.008,6:0.012,8:0.010"
triangle_front,"[0, 1, 2, 3, 5, 6, 8]",2,0.106,0.314,0.6859999999999999,"0:0.060,1:0.041,3:0.007,5:0.064,6:0.004,8:0.032"
triangle_front,"[0, 1, 2, 3, 5, 6, 8]",3,0.106,0.249,0.751,"0:0.015,1:0.064,2:0.008,5:0.002,6:0.046,8:0.008"
triangle_front,"[0, 1, 2, 3, 5, 6, 8]",5,0.106,0.239,0.761,"0:0.017,1:0.006,2:0.060,3:0.003,6:0.001,8:0.046"
triangle_front,"[0, 1, 2, 3, 5, 6, 8]",6,0.106,0.188,0.812,"0:0.001,1:0.015,3:0.064,8:0.002"
triangle_front,"[0, 1, 2, 3, 5, 6, 8]",8,0.106,0.245,0.755,"0:0.011,1:0.017,2:0.038,3:0.006,5:0.064,6:0.003"
triangle_front,"[0, 1, 2, 3, 5, 6, 9]",0,0.106,0.24,0.76,"1:0.046,2:0.064,3:0.012,5:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 5, 6, 9]",1,0.106,0.273,0.727,"0:0.064,2:0.035,3:0.046,5:0.008,6:0.012,9:0.002"
triangle_front,"[0, 1, 2, 3, 5, 6, 9]",2,0.106,0.292,0.708,"0:0.060,1:0.041,3:0.007,5:0.064,6:0.004,9:0.010"
triangle_front,"[0, 1, 2, 3, 5, 6, 9]",3,0.106,0.241,0.759,"0:0.015,1:0.064,2:0.008,5:0.002,6:0.046"
triangle_front,"[0, 1, 2, 3, 5, 6, 9]",5,0.106,0.257,0.743,"0:0.017,1:0.006,2:0.060,3:0.003,6:0.001,9:0.064"
triangle_front,"[0, 1, 2, 3, 5, 6, 9]",6,0.106,0.186,0.8140000000000001,"0:0.001,1:0.015,3:0.064"
triangle_front,"[0, 1, 2, 3, 5, 6, 9]",9,0.106,0.188,0.812,"0:0.003,1:0.002,2:0.017,5:0.060"
triangle_front,"[0, 1, 2, 3, 5, 7, 8]",0,0.106,0.253,0.747,"1:0.046,2:0.064,3:0.012,5:0.010,7:0.005,8:0.010"
triangle_front,"[0, 1, 2, 3, 5, 7, 8]",1,0.106,0.301,0.6990000000000001,"0:0.064,2:0.035,3:0.046,5:0.008,7:0.032,8:0.010"
triangle_front,"[0, 1, 2, 3, 5, 7, 8]",2,0.106,0.322,0.6779999999999999,"0:0.060,1:0.041,3:0.007,5:0.064,7:0.012,8:0.032"
triangle_front,"[0, 1, 2, 3, 5, 7, 8]",3,0.106,0.267,0.733,"0:0.015,1:0.064,2:0.008,5:0.002,7:0.064,8:0.008"
triangle_front,"[0, 1, 2, 3, 5, 7, 8]",5,0.106,0.245,0.755,"0:0.017,1:0.006,2:0.060,3:0.003,7:0.007,8:0.046"
triangle_front,"[0, 1, 2, 3, 5, 7, 8]",7,0.106,0.275,0.725,"0:0.013,1:0.038,2:0.015,3:0.060,5:0.008,8:0.035"
triangle_front,"[0, 1, 2, 3, 5, 7, 8]",8,0.106,0.283,0.7170000000000001,"0:0.011,1:0.017,2:0.038,3:0.006,5:0.064,7:0.041"
triangle_front,"[0, 1, 2, 3, 5, 7, 9]",0,0.106,0.245,0.755,"1:0.046,2:0.064,3:0.012,5:0.010,7:0.005,9:0.002"
triangle_front,"[0, 1, 2, 3, 5, 7, 9]",1,0.106,0.293,0.7070000000000001,"0:0.064,2:0.035,3:0.046,5:0.008,7:0.032,9:0.002"
triangle_front,"[0, 1, 2, 3, 5, 7, 9]",2,0.106,0.3,0.7,"0:0.060,1:0.041,3:0.007,5:0.064,7:0.012,9:0.010"
triangle_front,"[0, 1, 2, 3, 5, 7, 9]",3,0.106,0.259,0.741,"0:0.015,1:0.064,2:0.008,5:0.002,7:0.064"
triangle_front,"[0, 1, 2, 3, 5, 7, 9]",5,0.106,0.263,0.737,"0:0.017,1:0.006,2:0.060,3:0.003,7:0.007,9:0.064"
triangle_front,"[0, 1, 2, 3, 5, 7, 9]",7,0.106,0.242,0.758,"0:0.013,1:0.038,2:0.015,3:0.060,5:0.008,9:0.002"
triangle_front,"[0, 1, 2, 3, 5, 7, 9]",9,0.106,0.191,0.8089999999999999,"0:0.003,1:0.002,2:0.017,5:0.060,7:0.003"
triangle_front,"[0, 1, 2, 3, 5, 8, 9]",0,0.106,0.25,0.75,"1:0.046,2:0.064,3:0.012,5:0.010,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 5, 8, 9]",1,0.106,0.271,0.729,"0:0.064,2:0.035,3:0.046,5:0.008,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 5, 8, 9]",2,0.106,0.32,0.6799999999999999,"0:0.060,1:0.041,3:0.007,5:0.064,8:0.032,9:0.010"
triangle_front,"[0, 1, 2, 3, 5, 8, 9]",3,0.106,0.203,0.7969999999999999,"0:0.015,1:0.064,2:0.008,5:0.002,8:0.008"
triangle_front,"[0, 1, 2, 3, 5, 8, 9]",5,0.106,0.302,0.698,"0:0.017,1:0.006,2:0.060,3:0.003,8:0.046,9:0.064"
triangle_front,"[0, 1, 2, 3, 5, 8, 9]",8,0.106,0.277,0.723,"0:0.011,1:0.017,2:0.038,3:0.006,5:0.064,9:0.035"
triangle_front,"[0, 1, 2, 3, 5, 8, 9]",9,0.106,0.229,0.771,"0:0.003,1:0.002,2:0.017,5:0.060,8:0.041"
triangle_front,"[0, 1, 2, 3, 6, 7, 8]",0,0.106,0.243,0.757,"1:0.046,2:0.064,3:0.012,7:0.005,8:0.010"
triangle_front,"[0, 1, 2, 3, 6, 7, 8]",1,0.106,0.305,0.6950000000000001,"0:0.064,2:0.035,3:0.046,6:0.012,7:0.032,8:0.010"
triangle_front,"[0, 1, 2, 3, 6, 7, 8]",2,0.106,0.262,0.738,"0:0.060,1:0.041,3:0.007,6:0.004,7:0.012,8:0.032"
triangle_front,"[0, 1, 2, 3, 6, 7, 8]",3,0.106,0.311,0.6890000000000001,"0:0.015,1:0.064,2:0.008,6:0.046,7:0.064,8:0.008"
triangle_front,"[0, 1, 2, 3, 6, 7, 8]",6,0.106,0.223,0.777,"0:0.001,1:0.015,3:0.064,7:0.035,8:0.002"
triangle_front,"[0, 1, 2, 3, 6, 7, 8]",7,0.106,0.308,0.692,"0:0.013,1:0.038,2:0.015,3:0.060,6:0.041,8:0.035"
triangle_front,"[0, 1, 2, 3, 6, 7, 8]",8,0.106,0.222,0.778,"0:0.011,1:0.017,2:0.038,3:0.006,6:0.003,7:0.041"
triangle_front,"[0, 1, 2, 3, 6, 7, 9]",0,0.106,0.235,0.765,"1:0.046,2:0.064,3:0.012,7:0.005,9:0.002"
triangle_front,"[0, 1, 2, 3, 6, 7, 9]",1,0.106,0.297,0.7030000000000001,"0:0.064,2:0.035,3:0.046,6:0.012,7:0.032,9:0.002"
triangle_front,"[0, 1, 2, 3, 6, 7, 9]",2,0.106,0.24,0.76,"0:0.060,1:0.041,3:0.007,6:0.004,7:0.012,9:0.010"
triangle_front,"[0, 1, 2, 3, 6, 7, 9]",3,0.106,0.303,0.6970000000000001,"0:0.015,1:0.064,2:0.008,6:0.046,7:0.064"
triangle_front,"[0, 1, 2, 3, 6, 7, 9]",6,0.106,0.221,0.779,"0:0.001,1:0.015,3:0.064,7:0.035"
triangle_front,"[0, 1, 2, 3, 6, 7, 9]",7,0.106,0.275,0.725,"0:0.013,1:0.038,2:0.015,3:0.060,6:0.041,9:0.002"
triangle_front,"[0, 1, 2, 3, 6, 7, 9]",9,0.106,0.131,0.869,"0:0.003,1:0.002,2:0.017,7:0.003"
triangle_front,"[0, 1, 2, 3, 6, 8, 9]",0,0.106,0.24,0.76,"1:0.046,2:0.064,3:0.012,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 6, 8, 9]",1,0.106,0.275,0.725,"0:0.064,2:0.035,3:0.046,6:0.012,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 6, 8, 9]",2,0.106,0.26,0.74,"0:0.060,1:0.041,3:0.007,6:0.004,8:0.032,9:0.010"
triangle_front,"[0, 1, 2, 3, 6, 8, 9]",3,0.106,0.247,0.753,"0:0.015,1:0.064,2:0.008,6:0.046,8:0.008"
triangle_front,"[0, 1, 2, 3, 6, 8, 9]",6,0.106,0.188,0.812,"0:0.001,1:0.015,3:0.064,8:0.002"
triangle_front,"[0, 1, 2, 3, 6, 8, 9]",8,0.106,0.216,0.784,"0:0.011,1:0.017,2:0.038,3:0.006,6:0.003,9:0.035"
triangle_front,"[0, 1, 2, 3, 6, 8, 9]",9,0.106,0.169,0.831,"0:0.003,1:0.002,2:0.017,8:0.041"
triangle_front,"[0, 1, 2, 3, 7, 8, 9]",0,0.106,0.245,0.755,"1:0.046,2:0.064,3:0.012,7:0.005,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 7, 8, 9]",1,0.106,0.295,0.7050000000000001,"0:0.064,2:0.035,3:0.046,7:0.032,8:0.010,9:0.002"
triangle_front,"[0, 1, 2, 3, 7, 8, 9]",2,0.106,0.268,0.732,"0:0.060,1:0.041,3:0.007,7:0.012,8:0.032,9:0.010"
triangle_front,"[0, 1, 2, 3, 7, 8, 9]",3,0.106,0.265,0.735,"0:0.015,1:0.064,2:0.008,7:0.064,8:0.008"
triangle_front,"[0, 1, 2, 3, 7, 8, 9]",7,0.106,0.269,0.731,"0:0.013,1:0.038,2:0.015,3:0.060,8:0.035,9:0.002"
triangle_front,"[0, 1, 2, 3, 7, 8, 9]",8,0.106,0.254,0.746,"0:0.011,1:0.017,2:0.038,3:0.006,7:0.041,9:0.035"
triangle_front,"[0, 1, 2, 3, 7, 8, 9]",9,0.106,0.172,0.8280000000000001,"0:0.003,1:0.002,2:0.017,7:0.003,8:0.041"
triangle_front,"[0, 1, 2, 4, 5, 6, 7]",0,0.106,0.263,0.737,"1:0.046,2:0.064,4:0.032,5:0.010,7:0.005"
triangle_front,"[0, 1, 2, 4, 5, 6, 7]",1,0.106,0.321,0.679,"0:0.064,2:0.035,4:0.064,5:0.008,6:0.012,7:0.032"
triangle_front,"[0, 1, 2, 4, 5, 6, 7]",2,0.106,0.333,0.667,"0:0.060,1:0.041,4:0.046,5:0.064,6:0.004,7:0.012"
triangle_front,"[0, 1, 2, 4, 5, 6, 7]",4,0.106,0.356,0.644,"0:0.038,1:0.060,2:0.064,5:0.035,6:0.007,7:0.046"
triangle_front,"[0, 1, 2, 4, 5, 6, 7]",5,0.106,0.238,0.762,"0:0.017,1:0.006,2:0.060,4:0.041,6:0.001,7:0.007"
triangle_front,"[0, 1, 2, 4, 5, 6, 7]",6,0.106,0.165,0.835,"0:0.001,1:0.015,4:0.008,7:0.035"
triangle_front,"[0, 1, 2, 4, 5, 6, 7]",7,0.106,0.285,0.7150000000000001,"0:0.013,1:0.038,2:0.015,4:0.064,5:0.008,6:0.041"
triangle_front,"[0, 1, 2, 4, 5, 6, 8]",0,0.106,0.268,0.732,"1:0.046,2:0.064,4:0.032,5:0.010,8:0.010"
triangle_front,"[0, 1, 2, 4, 5, 6, 8]",1,0.106,0.299,0.7010000000000001,"0:0.064,2:0.035,4:0.064,5:0.008,6:0.012,8:0.010"
triangle_front,"[0, 1, 2, 4, 5, 6, 8]",2,0.106,0.353,0.647,"0:0.060,1:0.041,4:0.046,5:0.064,6:0.004,8:0.032"
triangle_front,"[0, 1, 2, 4, 5, 6, 8]",4,0.106,0.374,0.626,"0:0.038,1:0.060,2:0.064,5:0.035,6:0.007,8:0.064"
triangle_front,"[0, 1, 2, 4, 5, 6, 8]",5,0.106,0.277,0.723,"0:0.017,1:0.006,2:0.060,4:0.041,6:0.001,8:0.046"
triangle_front,"[0, 1, 2, 4, 5, 6, 8]",6,0.106,0.132,0.868,"0:0.001,1:0.015,4:0.008,8:0.002"
triangle_front,"[0, 1, 2, 4, 5, 6, 8]",8,0.106,0.299,0.7010000000000001,"0:0.011,1:0.017,2:0.038,4:0.060,5:0.064,6:0.003"
triangle_front,"[0, 1, 2, 4, 5, 6, 9]",0,0.106,0.26,0.74,"1:0.046,2:0.064,4:0.032,5:0.010,9:0.002"
triangle_front,"[0, 1, 2, 4, 5, 6, 9]",1,0.106,0.291,0.7090000000000001,"0:0.064,2:0.035,4:0.064,5:0.008,6:0.012,9:0.002"
triangle_front,"[0, 1, 2, 4, 5, 6, 9]",2,0.106,0.331,0.669,"0:0.060,1:0.041,4:0.046,5:0.064,6:0.004,9:0.010"
triangle_front,"[0, 1, 2, 4, 5, 6, 9]",4,0.106,0.318,0.6819999999999999,"0:0.038,1:0.060,2:0.064,5:0.035,6:0.007,9:0.008"
triangle_front,"[0, 1, 2, 4, 5, 6, 9]",5,0.106,0.295,0.7050000000000001,"0:0.017,1:0.006,2:0.060,4:0.041,6:0.001,9:0.064"
triangle_front,"[0, 1, 2, 4, 5, 6, 9]",6,0.106,0.13,0.87,"0:0.001,1:0.015,4:0.008"
triangle_front,"[0, 1, 2, 4, 5, 6, 9]",9,0.106,0.194,0.806,"0:0.003,1:0.002,2:0.017,4:0.006,5:0.060"
triangle_front,"[0, 1, 2, 4, 5, 7, 8]",0,0.106,0.273,0.727,"1:0.046,2:0.064,4:0.032,5:0.010,7:0.005,8:0.010"
triangle_front,"[0, 1, 2, 4, 5, 7, 8]",1,0.106,0.319,0.681,"0:0.064,2:0.035,4:0.064,5:0.008,7:0.032,8:0.010"
triangle_front,"[0, 1, 2, 4, 5, 7, 8]",2,0.106,0.361,0.639,"0:0.060,1:0.041,4:0.046,5:0.064,7:0.012,8:0.032"
triangle_front,"[0, 1, 2, 4, 5, 7, 8]",4,0.106,0.413,0.587,"0:0.038,1:0.060,2:0.064,5:0.035,7:0.046,8:0.064"
triangle_front,"[0, 1, 2, 4, 5, 7, 8]",5,0.106,0.283,0.7170000000000001,"0:0.017,1:0.006,2:0.060,4:0.041,7:0.007,8:0.046"
triangle_front,"[0, 1, 2, 4, 5, 7, 8]",7,0.106,0.279,0.721,"0:0.013,1:0.038,2:0.015,4:0.064,5:0.008,8:0.035"
triangle_front,"[0, 1, 2, 4, 5, 7, 8]",8,0.106,0.337,0.663,"0:0.011,1:0.017,2:0.038,4:0.060,5:0.064,7:0.041"
triangle_front,"[0, 1, 2, 4, 5, 7, 9]",0,0.106,0.265,0.735,"1:0.046,2:0.064,4:0.032,5:0.010,7:0.005,9:0.002"
triangle_front,"[0, 1, 2, 4, 5, 7, 9]",1,0.106,0.311,0.6890000000000001,"0:0.064,2:0.035,4:0.064,5:0.008,7:0.032,9:0.002"
triangle_front,"[0, 1, 2, 4, 5, 7, 9]",2,0.106,0.339,0.661,"0:0.060,1:0.041,4:0.046,5:0.064,7:0.012,9:0.010"
triangle_front,"[0, 1, 2, 4, 5, 7, 9]",4,0.106,0.357,0.643,"0:0.038,1:0.060,2:0.064,5:0.035,7:0.046,9:0.008"
triangle_front,"[0, 1, 2, 4, 5, 7, 9]",5,0.106,0.301,0.6990000000000001,"0:0.017,1:0.006,2:0.060,4:0.041,7:0.007,9:0.064"
triangle_front,"[0, 1, 2, 4, 5, 7, 9]",7,0.106,0.246,0.754,"0:0.013,1:0.038,2:0.015,4:0.064,5:0.008,9:0.002"
